generated_at_jst,catalog_row_id,title,price,repo_url,structured_form_url,payment_activation_url,sample_gallery_url,sample_gallery_release_url,terms_url,exact_acceptance_statement,autonomous_response,route_specific_acceptance_gate,user_only_gate,money_rule
2026-06-18 11:06:09 JST,central-technical-docs-cleanup,Technical Docs Cleanup,$150,https://github.com/jaxassistant55/technical-docs-cleanup-starter,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=ready-to-pay-technical-docs-cleanup-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,standalone-technical-docs-cleanup-starter,Technical Docs Cleanup Starter,$150,https://github.com/jaxassistant55/technical-docs-cleanup-starter,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=ready-to-pay-technical-docs-cleanup-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,central-website-audit-microservice,Website Audit Microservice,$150,https://github.com/jaxassistant55/website-audit-microservice-starter,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,standalone-website-audit-microservice-starter,Website Audit Microservice Starter,$150,https://github.com/jaxassistant55/website-audit-microservice-starter,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,standalone-workflow-tracker-dashboard-starter,Workflow Tracker Dashboard Starter,$150,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/new?template=ready-to-pay-workflow-tracker-dashboard-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,standalone-career-packet-starter,Career Packet Starter,$125,https://github.com/jaxassistant55/career-packet-starter,https://github.com/jaxassistant55/career-packet-starter/issues/new?template=ready-to-pay-career-packet-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,standalone-client-intake-sop-starter,Client Intake SOP Starter,$125,https://github.com/jaxassistant55/client-intake-sop-starter,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,central-client-intake-and-sop-package,Client Intake and SOP Package,$125,https://github.com/jaxassistant55/client-intake-sop-starter,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,central-data-cleanup-sprint,Data Cleanup Sprint,$125,https://github.com/jaxassistant55/data-cleanup-sprint-starter,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,standalone-data-cleanup-sprint-starter,Data Cleanup Sprint Starter,$125,https://github.com/jaxassistant55/data-cleanup-sprint-starter,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,standalone-pdf-table-extraction-starter,PDF Table Extraction Starter,$125,https://github.com/jaxassistant55/pdf-table-extraction-starter,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction-terms.html,"I accept the PDF/Table Extraction fixed-scope terms at $125. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive documents through an approved channel; the deliverable is limited to extracted CSV/XLSX output, ambiguity notes, and a repeatable extraction checklist for the accepted sample; and confidential regulated data handling, OCR of large batches, custom software implementation, credential/account access, ongoing support, or extra revisions are not included unless separately agreed before payment.","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.","Buyer must paste the exact PDF/Table Extraction acceptance statement, provide only public or buyer-owned/buyer-authorized non-sensitive document details through the accepted channel, and wait for seller-owned external payment proof before extraction work starts.","Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,central-pdf-table-extraction,PDF/Table Extraction,$125,https://github.com/jaxassistant55/pdf-table-extraction-starter,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction-terms.html,"I accept the PDF/Table Extraction fixed-scope terms at $125. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive documents through an approved channel; the deliverable is limited to extracted CSV/XLSX output, ambiguity notes, and a repeatable extraction checklist for the accepted sample; and confidential regulated data handling, OCR of large batches, custom software implementation, credential/account access, ongoing support, or extra revisions are not included unless separately agreed before payment.","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.","Buyer must paste the exact PDF/Table Extraction acceptance statement, provide only public or buyer-owned/buyer-authorized non-sensitive document details through the accepted channel, and wait for seller-owned external payment proof before extraction work starts.","Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,central-resume-linkedin-interview-pack,Resume / LinkedIn / Interview Pack,$125,https://github.com/jaxassistant55/career-packet-starter,https://github.com/jaxassistant55/career-packet-starter/issues/new?template=ready-to-pay-career-packet-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
2026-06-18 11:06:09 JST,central-automation-blueprint,Automation Blueprint,$100,https://github.com/jaxassistant55/automation-blueprint-starter,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=ready-to-pay-automation-blueprint-starter.yml,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-sample-output-gallery.html,https://github.com/jaxassistant55/jax-micro-offer-studio/releases/tag/one-sale-sample-output-gallery-v1,"","","If a non-assistant buyer opens a ready-to-pay or ready-to-buy issue, post the safe next-step checklist, sample-output gallery, release packet, payment packet, labels, and payment activation only after accepted scope or transfer terms.",Buyer must accept the listed fixed scope or product-transfer terms before any seller-owned external payment route is sent.,"Seller-owned external checkout, invoice, marketplace order, funded milestone, payout/tax setup, private delivery, and verified posted/released/payable/cleared money.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared."
