generated_at_jst,catalog_row_id,source,title,offer_type,price,amount_usd,one_sale_to_100,primary_url,best_buyer_action_url,best_buyer_action_label,structured_form_url,inquiry_url,order_board_url,repo_url,payment_activation_url,proof_monitor_url,terms_url,terms_csv_url,exact_acceptance_statement,proof_rule,money_confirmed_usd,buyer_gate,next_user_step,source_evidence
2026-06-16 00:08:52 JST,central-technical-docs-cleanup,central_order_board,Technical Docs Cleanup,service,$150,150.0,yes,https://jaxassistant55.github.io/jax-micro-offer-studio/technical-docs-cleanup.html,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=ready-to-pay-technical-docs-cleanup-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=ready-to-pay-technical-docs-cleanup-starter.yml,https://jaxassistant55.github.io/technical-docs-cleanup-starter/inquiry.html,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/1,https://github.com/jaxassistant55/technical-docs-cleanup-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","If a buyer appears, open the best buyer action URL, confirm safe scope, route payment externally, deliver after proof, and record only verified money.",order_boards.csv plus structured_ready_forms.csv
2026-06-16 00:08:52 JST,standalone-technical-docs-cleanup-starter,standalone_repo_ready_form,Technical Docs Cleanup Starter,service,$150,150.0,yes,https://jaxassistant55.github.io/technical-docs-cleanup-starter/,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=ready-to-pay-technical-docs-cleanup-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=ready-to-pay-technical-docs-cleanup-starter.yml,https://jaxassistant55.github.io/technical-docs-cleanup-starter/inquiry.html,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/1,https://github.com/jaxassistant55/technical-docs-cleanup-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,structured_ready_forms.csv
2026-06-16 00:08:52 JST,central-website-audit-microservice,central_order_board,Website Audit Microservice,service,$150,150.0,yes,https://jaxassistant55.github.io/jax-micro-offer-studio/website-audit-microservice.html,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,https://jaxassistant55.github.io/website-audit-microservice-starter/inquiry.html,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/1,https://github.com/jaxassistant55/website-audit-microservice-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","If a buyer appears, open the best buyer action URL, confirm safe scope, route payment externally, deliver after proof, and record only verified money.",order_boards.csv plus structured_ready_forms.csv
2026-06-16 00:08:52 JST,standalone-website-audit-microservice-starter,standalone_repo_ready_form,Website Audit Microservice Starter,service,$150,150.0,yes,https://jaxassistant55.github.io/website-audit-microservice-starter/,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,https://jaxassistant55.github.io/website-audit-microservice-starter/inquiry.html,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/1,https://github.com/jaxassistant55/website-audit-microservice-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,structured_ready_forms.csv
2026-06-16 00:08:52 JST,standalone-workflow-tracker-dashboard-starter,standalone_repo_ready_form,Workflow Tracker Dashboard Starter,service,$150,150.0,yes,https://jaxassistant55.github.io/workflow-tracker-dashboard-starter/,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/new?template=ready-to-pay-workflow-tracker-dashboard-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/new?template=ready-to-pay-workflow-tracker-dashboard-starter.yml,https://jaxassistant55.github.io/workflow-tracker-dashboard-starter/inquiry.html,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/1,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,structured_ready_forms.csv
2026-06-16 00:08:52 JST,standalone-career-packet-starter,standalone_repo_ready_form,Career Packet Starter,service,$125,125.0,yes,https://jaxassistant55.github.io/career-packet-starter/,https://github.com/jaxassistant55/career-packet-starter/issues/new?template=ready-to-pay-career-packet-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/career-packet-starter/issues/new?template=ready-to-pay-career-packet-starter.yml,https://jaxassistant55.github.io/career-packet-starter/inquiry.html,https://github.com/jaxassistant55/career-packet-starter/issues/1,https://github.com/jaxassistant55/career-packet-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,structured_ready_forms.csv
2026-06-16 00:08:52 JST,standalone-client-intake-sop-starter,standalone_repo_ready_form,Client Intake SOP Starter,service,$125,125.0,yes,https://jaxassistant55.github.io/client-intake-sop-starter/,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,https://jaxassistant55.github.io/client-intake-sop-starter/inquiry.html,https://github.com/jaxassistant55/client-intake-sop-starter/issues/1,https://github.com/jaxassistant55/client-intake-sop-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,structured_ready_forms.csv
2026-06-16 00:08:52 JST,central-client-intake-and-sop-package,central_order_board,Client Intake and SOP Package,service,$125,125.0,yes,https://jaxassistant55.github.io/jax-micro-offer-studio/client-intake-and-sop-package.html,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,https://jaxassistant55.github.io/client-intake-sop-starter/inquiry.html,https://github.com/jaxassistant55/client-intake-sop-starter/issues/1,https://github.com/jaxassistant55/client-intake-sop-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","If a buyer appears, open the best buyer action URL, confirm safe scope, route payment externally, deliver after proof, and record only verified money.",order_boards.csv plus structured_ready_forms.csv
2026-06-16 00:08:52 JST,central-data-cleanup-sprint,central_order_board,Data Cleanup Sprint,service,$125,125.0,yes,https://jaxassistant55.github.io/jax-micro-offer-studio/data-cleanup-sprint.html,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,https://jaxassistant55.github.io/data-cleanup-sprint-starter/inquiry.html,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/1,https://github.com/jaxassistant55/data-cleanup-sprint-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","If a buyer appears, open the best buyer action URL, confirm safe scope, route payment externally, deliver after proof, and record only verified money.",order_boards.csv plus structured_ready_forms.csv
2026-06-16 00:08:52 JST,standalone-data-cleanup-sprint-starter,standalone_repo_ready_form,Data Cleanup Sprint Starter,service,$125,125.0,yes,https://jaxassistant55.github.io/data-cleanup-sprint-starter/,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,https://jaxassistant55.github.io/data-cleanup-sprint-starter/inquiry.html,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/1,https://github.com/jaxassistant55/data-cleanup-sprint-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,"","","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,structured_ready_forms.csv
2026-06-16 00:08:52 JST,standalone-pdf-table-extraction-starter,standalone_repo_ready_form,PDF Table Extraction Starter,service,$125,125.0,yes,https://jaxassistant55.github.io/pdf-table-extraction-starter/,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,Open repo-specific structured form,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,https://jaxassistant55.github.io/pdf-table-extraction-starter/inquiry.html,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/1,https://github.com/jaxassistant55/pdf-table-extraction-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction-terms.html,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction-terms.csv,"I accept the PDF/Table Extraction fixed-scope terms at $125. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive documents through an approved channel; the deliverable is limited to extracted CSV/XLSX output, ambiguity notes, and a repeatable extraction checklist for the accepted sample; and confidential regulated data handling, OCR of large batches, custom software implementation, credential/account access, ongoing support, or extra revisions are not included unless separately agreed before payment.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",0,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,structured_ready_forms.csv
