generated_at_jst,rank,catalog_row_id,title,offer_type,price,amount_usd,primary_url,buyer_action_url,buyer_action_label,order_board_url,payment_packet_url,terms_url,payment_activation_url,proof_monitor_url,signal_room_issue_url,buyer_gate,exact_acceptance_statement,proof_rule,first_100_path,money_confirmed_usd
2026-06-16 15:23:03 JST,11,standalone-technical-docs-cleanup-starter,Technical Docs Cleanup Starter,service,$150,150.0,https://jaxassistant55.github.io/technical-docs-cleanup-starter/,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/new?template=ready-to-pay-technical-docs-cleanup-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/technical-docs-cleanup-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#standalone-technical-docs-cleanup-starter,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,0
2026-06-16 15:23:03 JST,12,central-website-audit-microservice,Website Audit Microservice,service,$150,150.0,https://jaxassistant55.github.io/jax-micro-offer-studio/website-audit-microservice.html,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#central-website-audit-microservice,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",One accepted paid order can reach the first $100.,0
2026-06-16 15:23:03 JST,13,standalone-website-audit-microservice-starter,Website Audit Microservice Starter,service,$150,150.0,https://jaxassistant55.github.io/website-audit-microservice-starter/,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/new?template=ready-to-pay-website-audit-microservice-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/website-audit-microservice-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#standalone-website-audit-microservice-starter,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,0
2026-06-16 15:23:03 JST,14,standalone-workflow-tracker-dashboard-starter,Workflow Tracker Dashboard Starter,service,$150,150.0,https://jaxassistant55.github.io/workflow-tracker-dashboard-starter/,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/new?template=ready-to-pay-workflow-tracker-dashboard-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/workflow-tracker-dashboard-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#standalone-workflow-tracker-dashboard-starter,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,0
2026-06-16 15:23:03 JST,15,standalone-career-packet-starter,Career Packet Starter,service,$125,125.0,https://jaxassistant55.github.io/career-packet-starter/,https://github.com/jaxassistant55/career-packet-starter/issues/new?template=ready-to-pay-career-packet-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/career-packet-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#standalone-career-packet-starter,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,0
2026-06-16 15:23:03 JST,16,standalone-client-intake-sop-starter,Client Intake SOP Starter,service,$125,125.0,https://jaxassistant55.github.io/client-intake-sop-starter/,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/client-intake-sop-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#standalone-client-intake-sop-starter,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,0
2026-06-16 15:23:03 JST,17,central-client-intake-and-sop-package,Client Intake and SOP Package,service,$125,125.0,https://jaxassistant55.github.io/jax-micro-offer-studio/client-intake-and-sop-package.html,https://github.com/jaxassistant55/client-intake-sop-starter/issues/new?template=ready-to-pay-client-intake-sop-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/client-intake-sop-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#central-client-intake-and-sop-package,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",One accepted paid order can reach the first $100.,0
2026-06-16 15:23:03 JST,18,central-data-cleanup-sprint,Data Cleanup Sprint,service,$125,125.0,https://jaxassistant55.github.io/jax-micro-offer-studio/data-cleanup-sprint.html,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#central-data-cleanup-sprint,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",One accepted paid order can reach the first $100.,0
2026-06-16 15:23:03 JST,19,standalone-data-cleanup-sprint-starter,Data Cleanup Sprint Starter,service,$125,125.0,https://jaxassistant55.github.io/data-cleanup-sprint-starter/,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/new?template=ready-to-pay-data-cleanup-sprint-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/data-cleanup-sprint-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#standalone-data-cleanup-sprint-starter,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,0
2026-06-16 15:23:03 JST,20,hot-download-pdf-table-extraction-starter,PDF Table Extraction Starter,service,$125,125.0,https://jaxassistant55.github.io/jax-micro-offer-studio/hot-download-close-pdf-table-extraction-starter.html,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,Open hot-route structured form,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#hot-download-pdf-table-extraction-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction-terms.html,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Buyer confirms file rights, table scope, output columns, deadline, and a $125 payment route before extraction starts.","I accept the PDF/Table Extraction fixed-scope terms at $125. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive documents through an approved channel; the deliverable is limited to extracted CSV/XLSX output, ambiguity notes, and a repeatable extraction checklist for the accepted sample; and confidential regulated data handling, OCR of large batches, custom software implementation, credential/account access, ongoing support, or extra revisions are not included unless separately agreed before payment.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.","Treat the download as interest only. If a real buyer appears, use this hot-route structured form, collect external payment proof, then deliver.",0
2026-06-16 15:23:03 JST,21,standalone-pdf-table-extraction-starter,PDF Table Extraction Starter,service,$125,125.0,https://jaxassistant55.github.io/pdf-table-extraction-starter/,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,Open repo-specific structured form,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#standalone-pdf-table-extraction-starter,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction-terms.html,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","I accept the PDF/Table Extraction fixed-scope terms at $125. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive documents through an approved channel; the deliverable is limited to extracted CSV/XLSX output, ambiguity notes, and a repeatable extraction checklist for the accepted sample; and confidential regulated data handling, OCR of large batches, custom software implementation, credential/account access, ongoing support, or extra revisions are not included unless separately agreed before payment.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,0
2026-06-16 15:23:03 JST,22,central-pdf-table-extraction,PDF/Table Extraction,service,$125,125.0,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction.html,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/new?template=ready-to-pay-pdf-table-extraction.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/pdf-table-extraction-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#central-pdf-table-extraction,https://jaxassistant55.github.io/jax-micro-offer-studio/pdf-table-extraction-terms.html,https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","I accept the PDF/Table Extraction fixed-scope terms at $125. I understand work starts only after seller-owned external payment proof exists; I will provide only public or buyer-owned/buyer-authorized non-sensitive documents through an approved channel; the deliverable is limited to extracted CSV/XLSX output, ambiguity notes, and a repeatable extraction checklist for the accepted sample; and confidential regulated data handling, OCR of large batches, custom software implementation, credential/account access, ongoing support, or extra revisions are not included unless separately agreed before payment.","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",One accepted paid order can reach the first $100.,0
2026-06-16 15:23:03 JST,23,central-resume-linkedin-interview-pack,Resume / LinkedIn / Interview Pack,service,$125,125.0,https://jaxassistant55.github.io/jax-micro-offer-studio/resume-linkedin-interview-pack.html,https://github.com/jaxassistant55/career-packet-starter/issues/new?template=ready-to-pay-career-packet-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/career-packet-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#central-resume-linkedin-interview-pack,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",One accepted paid order can reach the first $100.,0
2026-06-16 15:23:03 JST,24,central-automation-blueprint,Automation Blueprint,service,$100,100.0,https://jaxassistant55.github.io/jax-micro-offer-studio/automation-blueprint.html,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=ready-to-pay-automation-blueprint-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/automation-blueprint-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#central-automation-blueprint,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",One accepted paid order can reach the first $100.,0
2026-06-16 15:23:03 JST,25,standalone-automation-blueprint-starter,Automation Blueprint Starter,service,$100,100.0,https://jaxassistant55.github.io/automation-blueprint-starter/,https://github.com/jaxassistant55/automation-blueprint-starter/issues/new?template=ready-to-pay-automation-blueprint-starter.yml,Open repo-specific structured form,https://github.com/jaxassistant55/automation-blueprint-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#standalone-automation-blueprint-starter,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, safe public inputs, accepted fixed scope, seller-controlled payment route, and proof before delivery.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",Use the structured form as intake only; move payment to a seller-owned route before any custom delivery.,0
2026-06-16 15:23:03 JST,26,central-content-repurposing-sprint,Content Repurposing Sprint,service,$100,100.0,https://jaxassistant55.github.io/jax-micro-offer-studio/content-repurposing-sprint.html,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/new?template=ready-to-pay-content-repurposing-sprint-starter.yml,Open structured ready-to-pay form,https://github.com/jaxassistant55/content-repurposing-sprint-starter/issues/1,https://jaxassistant55.github.io/jax-micro-offer-studio/one-sale-payment-packets.html#central-content-repurposing-sprint,"",https://jaxassistant55.github.io/jax-micro-offer-studio/payment-activation,https://jaxassistant55.github.io/jax-micro-offer-studio/proof-monitor.html,https://github.com/jaxassistant55/jax-micro-offer-studio/issues/29,"Real buyer, accepted scope, seller-controlled external payment route, delivery proof, and posted/released/payable/cleared money.","","Count $0 unless a real buyer accepts scope, pays through a user-controlled route, receives delivery, and payment is posted/released/payable/cleared.",One accepted paid order can reach the first $100.,0
